State,State Abbreviation,Year,Gender,Education Level of Mother,Education Level Code,Number of Births,Average Age of Mother (years),Average Birth Weight (g)
Tennessee,TN,2019,M,"Some college credit, but not a degree",4,9488,27.4,3282.3
Tennessee,TN,2019,M,"Associate degree (AA, AS)",5,3035,29.2,3336.1
Tennessee,TN,2019,M,"Bachelor's degree (BA, AB, BS)",6,7455,30.6,3389.5
Tennessee,TN,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3062,32.4,3397.3
Tennessee,TN,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,923,33.3,3378.2
Tennessee,TN,2019,M,Unknown or Not Stated,-9,250,28.7,3249.7
Tennessee,TN,2020,F,8th grade or less,1,1578,28.8,3184.7
Tennessee,TN,2020,F,9th through 12th grade with no diploma,2,3510,24.7,3065.6
Tennessee,TN,2020,F,High school graduate or GED completed,3,11148,25.7,3118.6
Tennessee,TN,2020,F,"Some college credit, but not a degree",4,8420,27.5,3175.4
Tennessee,TN,2020,F,"Associate degree (AA, AS)",5,2832,29.4,3213.3
Tennessee,TN,2020,F,"Bachelor's degree (BA, AB, BS)",6,7138,30.6,3285.6
Tennessee,TN,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2997,32.4,3277.5
Tennessee,TN,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,918,33.3,3254.2
Tennessee,TN,2020,F,Unknown or Not Stated,-9,129,28.5,3094.3
Tennessee,TN,2020,M,8th grade or less,1,1521,28.6,3270.6
Tennessee,TN,2020,M,9th through 12th grade with no diploma,2,3710,24.7,3175.7
Tennessee,TN,2020,M,High school graduate or GED completed,3,11358,25.8,3234.0
Tennessee,TN,2020,M,"Some college credit, but not a degree",4,8755,27.6,3283.7
Tennessee,TN,2020,M,"Associate degree (AA, AS)",5,2961,29.1,3337.0
Tennessee,TN,2020,M,"Bachelor's degree (BA, AB, BS)",6,7494,30.7,3402.1
Tennessee,TN,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3150,32.3,3397.2
Tennessee,TN,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,920,33.7,3357.6
Tennessee,TN,2020,M,Unknown or Not Stated,-9,150,28.5,3032.2
Tennessee,TN,2021,F,8th grade or less,1,1564,28.7,3167.3
Tennessee,TN,2021,F,9th through 12th grade with no diploma,2,3491,24.8,3051.5
Tennessee,TN,2021,F,High school graduate or GED completed,3,11023,25.8,3119.0
Tennessee,TN,2021,F,"Some college credit, but not a degree",4,8424,27.7,3166.2
Tennessee,TN,2021,F,"Associate degree (AA, AS)",5,3014,29.3,3225.5
Tennessee,TN,2021,F,"Bachelor's degree (BA, AB, BS)",6,7922,30.8,3265.0
Tennessee,TN,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3377,32.4,3260.4
Tennessee,TN,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1041,33.5,3242.6
Tennessee,TN,2021,F,Unknown or Not Stated,-9,149,29.1,3110.6
Tennessee,TN,2021,M,8th grade or less,1,1622,28.5,3267.3
Tennessee,TN,2021,M,9th through 12th grade with no diploma,2,3531,24.6,3166.5
Tennessee,TN,2021,M,High school graduate or GED completed,3,11603,25.8,3229.1
Tennessee,TN,2021,M,"Some college credit, but not a degree",4,8760,27.8,3281.0
Tennessee,TN,2021,M,"Associate degree (AA, AS)",5,3271,29.3,3320.4
Tennessee,TN,2021,M,"Bachelor's degree (BA, AB, BS)",6,8214,30.7,3401.0
Tennessee,TN,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3413,32.4,3389.8
Tennessee,TN,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1133,33.4,3380.1
Tennessee,TN,2021,M,Unknown or Not Stated,-9,165,29.0,3253.1
Texas,TX,2016,F,8th grade or less,1,7337,29.2,3198.7
Texas,TX,2016,F,9th through 12th grade with no diploma,2,28687,25.2,3144.1
Texas,TX,2016,F,High school graduate or GED completed,3,52110,25.8,3150.8
Texas,TX,2016,F,"Some college credit, but not a degree",4,42515,27.4,3185.4
Texas,TX,2016,F,"Associate degree (AA, AS)",5,12096,29.5,3199.7
Texas,TX,2016,F,"Bachelor's degree (BA, AB, BS)",6,35000,31.1,3235.9
Texas,TX,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,12767,32.6,3223.6
Texas,TX,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3905,33.5,3198.5
Texas,TX,2016,F,Unknown or Not Stated,-9,291,28.3,2918.1
Texas,TX,2016,M,8th grade or less,1,7746,29.1,3277.4
Texas,TX,2016,M,9th through 12th grade with no diploma,2,30035,25.2,3244.1
Texas,TX,2016,M,High school graduate or GED completed,3,54595,25.8,3253.6
Texas,TX,2016,M,"Some college credit, but not a degree",4,44318,27.3,3290.7
Texas,TX,2016,M,"Associate degree (AA, AS)",5,12383,29.4,3324.7
Texas,TX,2016,M,"Bachelor's degree (BA, AB, BS)",6,36613,31.1,3363.0
Texas,TX,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13452,32.6,3335.2
Texas,TX,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3900,33.5,3320.4
Texas,TX,2016,M,Unknown or Not Stated,-9,297,28.4,3048.7
Texas,TX,2017,F,8th grade or less,1,6344,29.4,3189.1
Texas,TX,2017,F,9th through 12th grade with no diploma,2,26366,25.4,3145.1
Texas,TX,2017,F,High school graduate or GED completed,3,51469,26.0,3150.2
Texas,TX,2017,F,"Some college credit, but not a degree",4,40629,27.6,3177.2
Texas,TX,2017,F,"Associate degree (AA, AS)",5,11804,29.5,3201.7
Texas,TX,2017,F,"Bachelor's degree (BA, AB, BS)",6,33846,31.2,3236.9
Texas,TX,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,12670,32.7,3220.2
Texas,TX,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3693,33.6,3207.9
Texas,TX,2017,F,Unknown or Not Stated,-9,271,29.1,2908.8
Texas,TX,2017,M,8th grade or less,1,6569,29.3,3288.4
Texas,TX,2017,M,9th through 12th grade with no diploma,2,27281,25.4,3247.0
Texas,TX,2017,M,High school graduate or GED completed,3,53662,25.9,3253.9
Texas,TX,2017,M,"Some college credit, but not a degree",4,42354,27.5,3289.2
Texas,TX,2017,M,"Associate degree (AA, AS)",5,12204,29.5,3312.0
Texas,TX,2017,M,"Bachelor's degree (BA, AB, BS)",6,35531,31.2,3355.7
Texas,TX,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13008,32.7,3331.3
Texas,TX,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4038,33.6,3309.0
Texas,TX,2017,M,Unknown or Not Stated,-9,311,29.0,2987.6
Texas,TX,2018,F,8th grade or less,1,5827,29.2,3182.9
Texas,TX,2018,F,9th through 12th grade with no diploma,2,24855,25.7,3137.3
Texas,TX,2018,F,High school graduate or GED completed,3,51788,26.1,3152.3
Texas,TX,2018,F,"Some college credit, but not a degree",4,39077,27.7,3178.6
Texas,TX,2018,F,"Associate degree (AA, AS)",5,12213,29.6,3196.5
Texas,TX,2018,F,"Bachelor's degree (BA, AB, BS)",6,34625,31.3,3235.4
Texas,TX,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,12870,32.8,3215.3
Texas,TX,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3791,33.6,3191.6
Texas,TX,2018,F,Unknown or Not Stated,-9,257,29.3,2864.2
Texas,TX,2018,M,8th grade or less,1,6131,29.1,3276.4
Texas,TX,2018,M,9th through 12th grade with no diploma,2,25861,25.5,3231.8
Texas,TX,2018,M,High school graduate or GED completed,3,53892,26.1,3248.2
Texas,TX,2018,M,"Some college credit, but not a degree",4,40654,27.7,3283.6
Texas,TX,2018,M,"Associate degree (AA, AS)",5,12777,29.6,3317.8
Texas,TX,2018,M,"Bachelor's degree (BA, AB, BS)",6,36100,31.3,3354.4
Texas,TX,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13511,32.8,3326.6
Texas,TX,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4082,33.8,3324.9
Texas,TX,2018,M,Unknown or Not Stated,-9,313,29.7,3021.7
Texas,TX,2019,F,8th grade or less,1,6239,29.2,3186.5
Texas,TX,2019,F,9th through 12th grade with no diploma,2,22761,25.7,3133.1
Texas,TX,2019,F,High school graduate or GED completed,3,52532,26.2,3144.9
Texas,TX,2019,F,"Some college credit, but not a degree",4,38908,27.8,3169.0
Texas,TX,2019,F,"Associate degree (AA, AS)",5,12251,29.5,3197.9
Texas,TX,2019,F,"Bachelor's degree (BA, AB, BS)",6,34324,31.3,3232.8
Texas,TX,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13243,32.8,3208.3
Texas,TX,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3874,33.8,3199.1
Texas,TX,2019,F,Unknown or Not Stated,-9,480,29.3,3082.7
Texas,TX,2019,M,8th grade or less,1,6515,29.0,3269.1
Texas,TX,2019,M,9th through 12th grade with no diploma,2,23447,25.6,3224.8
Texas,TX,2019,M,High school graduate or GED completed,3,54944,26.1,3247.3
Texas,TX,2019,M,"Some college credit, but not a degree",4,40533,27.8,3280.0
Texas,TX,2019,M,"Associate degree (AA, AS)",5,12687,29.6,3299.5
Texas,TX,2019,M,"Bachelor's degree (BA, AB, BS)",6,36496,31.3,3347.1
Texas,TX,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13858,32.9,3329.3
Texas,TX,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4010,33.8,3315.5
Texas,TX,2019,M,Unknown or Not Stated,-9,497,29.1,3154.4
Texas,TX,2020,F,8th grade or less,1,5603,29.1,3179.6
Texas,TX,2020,F,9th through 12th grade with no diploma,2,20459,25.6,3132.6
Texas,TX,2020,F,High school graduate or GED completed,3,52472,26.3,3149.8
Texas,TX,2020,F,"Some college credit, but not a degree",4,37683,27.9,3174.7
Texas,TX,2020,F,"Associate degree (AA, AS)",5,12187,29.5,3180.6
Texas,TX,2020,F,"Bachelor's degree (BA, AB, BS)",6,34198,31.3,3238.2
Texas,TX,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,12841,33.0,3207.4
Texas,TX,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3638,34.0,3183.8
Texas,TX,2020,F,Unknown or Not Stated,-9,636,29.2,3002.5
Texas,TX,2020,M,8th grade or less,1,5784,29.2,3284.4
Texas,TX,2020,M,9th through 12th grade with no diploma,2,21630,25.6,3229.6
Texas,TX,2020,M,High school graduate or GED completed,3,54950,26.2,3255.4
Texas,TX,2020,M,"Some college credit, but not a degree",4,38872,27.9,3281.6
Texas,TX,2020,M,"Associate degree (AA, AS)",5,12753,29.6,3304.4
Texas,TX,2020,M,"Bachelor's degree (BA, AB, BS)",6,36278,31.3,3348.7
Texas,TX,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13653,32.9,3328.5
Texas,TX,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,3903,34.0,3327.0
Texas,TX,2020,M,Unknown or Not Stated,-9,650,29.1,3188.9
Texas,TX,2021,F,8th grade or less,1,5535,29.0,3157.2
Texas,TX,2021,F,9th through 12th grade with no diploma,2,19060,25.6,3124.1
Texas,TX,2021,F,High school graduate or GED completed,3,53328,26.4,3143.8
Texas,TX,2021,F,"Some college credit, but not a degree",4,36770,28.1,3165.2
Texas,TX,2021,F,"Associate degree (AA, AS)",5,12882,29.6,3182.2
Texas,TX,2021,F,"Bachelor's degree (BA, AB, BS)",6,36122,31.3,3231.5
Texas,TX,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,13974,32.9,3208.6
Texas,TX,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4096,34.0,3185.0
Texas,TX,2021,F,Unknown or Not Stated,-9,813,30.0,3084.4
Texas,TX,2021,M,8th grade or less,1,5925,29.0,3235.3
Texas,TX,2021,M,9th through 12th grade with no diploma,2,19711,25.6,3213.4
Texas,TX,2021,M,High school graduate or GED completed,3,55462,26.3,3239.4
Texas,TX,2021,M,"Some college credit, but not a degree",4,38140,28.2,3279.2
Texas,TX,2021,M,"Associate degree (AA, AS)",5,13549,29.6,3289.5
Texas,TX,2021,M,"Bachelor's degree (BA, AB, BS)",6,38187,31.3,3336.6
Texas,TX,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,14899,33.0,3319.3
Texas,TX,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,4277,34.0,3305.4
Texas,TX,2021,M,Unknown or Not Stated,-9,864,29.8,3124.7
Utah,UT,2016,F,8th grade or less,1,371,31.2,3183.9
Utah,UT,2016,F,9th through 12th grade with no diploma,2,1767,25.3,3123.9
Utah,UT,2016,F,High school graduate or GED completed,3,4806,26.3,3156.5
Utah,UT,2016,F,"Some college credit, but not a degree",4,6144,28.0,3210.8
Utah,UT,2016,F,"Associate degree (AA, AS)",5,2844,29.2,3232.2
Utah,UT,2016,F,"Bachelor's degree (BA, AB, BS)",6,6556,30.0,3267.3
Utah,UT,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1250,32.5,3239.5
Utah,UT,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,349,33.4,3154.2
Utah,UT,2016,F,Unknown or Not Stated,-9,607,29.6,3179.1
Utah,UT,2016,M,8th grade or less,1,415,30.7,3239.6
Utah,UT,2016,M,9th through 12th grade with no diploma,2,1847,25.3,3181.8
Utah,UT,2016,M,High school graduate or GED completed,3,4912,26.4,3266.7
Utah,UT,2016,M,"Some college credit, but not a degree",4,6416,28.0,3330.7
Utah,UT,2016,M,"Associate degree (AA, AS)",5,2907,28.9,3340.5
Utah,UT,2016,M,"Bachelor's degree (BA, AB, BS)",6,6862,30.0,3402.9
Utah,UT,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1428,32.5,3350.3
Utah,UT,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,304,33.6,3381.8
Utah,UT,2016,M,Unknown or Not Stated,-9,679,29.4,3208.8
Utah,UT,2017,F,8th grade or less,1,372,31.8,3188.3
Utah,UT,2017,F,9th through 12th grade with no diploma,2,1667,25.2,3115.0
Utah,UT,2017,F,High school graduate or GED completed,3,4565,26.5,3156.4
Utah,UT,2017,F,"Some college credit, but not a degree",4,5950,28.0,3189.4
Utah,UT,2017,F,"Associate degree (AA, AS)",5,2617,29.0,3220.0
Utah,UT,2017,F,"Bachelor's degree (BA, AB, BS)",6,6360,30.0,3248.2
Utah,UT,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1271,32.6,3235.1
Utah,UT,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,306,33.3,3148.8
Utah,UT,2017,F,Unknown or Not Stated,-9,341,28.8,3106.6
Utah,UT,2017,M,8th grade or less,1,418,30.8,3223.0
Utah,UT,2017,M,9th through 12th grade with no diploma,2,1695,25.3,3192.0
Utah,UT,2017,M,High school graduate or GED completed,3,4971,26.4,3276.4
Utah,UT,2017,M,"Some college credit, but not a degree",4,6330,27.9,3324.0
Utah,UT,2017,M,"Associate degree (AA, AS)",5,2803,29.0,3367.5
Utah,UT,2017,M,"Bachelor's degree (BA, AB, BS)",6,6744,30.0,3399.8
Utah,UT,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1409,32.6,3370.5
Utah,UT,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,342,33.5,3350.0
Utah,UT,2017,M,Unknown or Not Stated,-9,424,29.3,3167.8
Utah,UT,2018,F,8th grade or less,1,302,31.2,3122.2
Utah,UT,2018,F,9th through 12th grade with no diploma,2,1504,25.5,3094.1
Utah,UT,2018,F,High school graduate or GED completed,3,4535,26.4,3160.7
Utah,UT,2018,F,"Some college credit, but not a degree",4,5579,28.1,3213.1
Utah,UT,2018,F,"Associate degree (AA, AS)",5,2529,29.0,3238.0
Utah,UT,2018,F,"Bachelor's degree (BA, AB, BS)",6,6408,30.2,3266.8
Utah,UT,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1263,32.5,3245.9
Utah,UT,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,288,33.8,3140.6
Utah,UT,2018,F,Unknown or Not Stated,-9,592,29.3,3136.2
Utah,UT,2018,M,8th grade or less,1,330,31.3,3249.7
Utah,UT,2018,M,9th through 12th grade with no diploma,2,1570,25.3,3189.2
Utah,UT,2018,M,High school graduate or GED completed,3,4787,26.4,3243.0
Utah,UT,2018,M,"Some college credit, but not a degree",4,5872,27.9,3317.0
Utah,UT,2018,M,"Associate degree (AA, AS)",5,2659,29.1,3359.7
Utah,UT,2018,M,"Bachelor's degree (BA, AB, BS)",6,6570,29.9,3392.2
Utah,UT,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1393,32.6,3388.2
Utah,UT,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,328,33.4,3340.2
Utah,UT,2018,M,Unknown or Not Stated,-9,700,29.5,3214.0
Utah,UT,2019,F,8th grade or less,1,302,31.0,3089.9
Utah,UT,2019,F,9th through 12th grade with no diploma,2,1355,25.6,3098.5
Utah,UT,2019,F,High school graduate or GED completed,3,4571,26.5,3142.0
Utah,UT,2019,F,"Some college credit, but not a degree",4,5498,28.0,3178.3
Utah,UT,2019,F,"Associate degree (AA, AS)",5,2452,29.1,3231.5
Utah,UT,2019,F,"Bachelor's degree (BA, AB, BS)",6,6345,30.0,3244.3
Utah,UT,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1288,32.4,3222.3
Utah,UT,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,337,34.0,3224.2
Utah,UT,2019,F,Unknown or Not Stated,-9,738,29.6,3131.4
Utah,UT,2019,M,8th grade or less,1,259,30.8,3197.8
Utah,UT,2019,M,9th through 12th grade with no diploma,2,1485,25.4,3190.3
Utah,UT,2019,M,High school graduate or GED completed,3,4654,26.6,3224.6
Utah,UT,2019,M,"Some college credit, but not a degree",4,5745,28.1,3308.6
Utah,UT,2019,M,"Associate degree (AA, AS)",5,2474,29.0,3329.0
Utah,UT,2019,M,"Bachelor's degree (BA, AB, BS)",6,6795,30.1,3386.8
Utah,UT,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1406,32.7,3352.6
Utah,UT,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,293,33.8,3273.3
Utah,UT,2019,M,Unknown or Not Stated,-9,829,29.6,3258.1
Utah,UT,2020,F,8th grade or less,1,250,30.6,3147.5
Utah,UT,2020,F,9th through 12th grade with no diploma,2,1306,25.4,3078.9
Utah,UT,2020,F,High school graduate or GED completed,3,4328,26.6,3148.2
Utah,UT,2020,F,"Some college credit, but not a degree",4,5256,28.1,3181.7
Utah,UT,2020,F,"Associate degree (AA, AS)",5,2360,29.0,3237.2
Utah,UT,2020,F,"Bachelor's degree (BA, AB, BS)",6,6203,30.0,3251.2
Utah,UT,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1355,32.7,3253.6
Utah,UT,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,344,34.1,3209.0
Utah,UT,2020,F,Unknown or Not Stated,-9,634,29.4,3120.0
Utah,UT,2020,M,8th grade or less,1,264,30.2,3253.2
Utah,UT,2020,M,9th through 12th grade with no diploma,2,1373,25.3,3180.6
Utah,UT,2020,M,High school graduate or GED completed,3,4643,26.7,3252.9
Utah,UT,2020,M,"Some college credit, but not a degree",4,5583,28.1,3305.6
Utah,UT,2020,M,"Associate degree (AA, AS)",5,2549,29.0,3350.8
Utah,UT,2020,M,"Bachelor's degree (BA, AB, BS)",6,6693,30.1,3394.7
Utah,UT,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1458,32.3,3359.5
Utah,UT,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,353,33.3,3346.2
Utah,UT,2020,M,Unknown or Not Stated,-9,750,29.6,3245.5
Utah,UT,2021,F,8th grade or less,1,251,29.5,3142.5
Utah,UT,2021,F,9th through 12th grade with no diploma,2,1233,25.7,3080.1
Utah,UT,2021,F,High school graduate or GED completed,3,4663,26.7,3134.2
Utah,UT,2021,F,"Some college credit, but not a degree",4,5231,28.1,3198.0
Utah,UT,2021,F,"Associate degree (AA, AS)",5,2338,29.1,3210.2
Utah,UT,2021,F,"Bachelor's degree (BA, AB, BS)",6,6684,30.1,3253.0
Utah,UT,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1575,32.1,3222.6
Utah,UT,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,367,34.1,3197.8
Utah,UT,2021,F,Unknown or Not Stated,-9,587,30.1,3115.6
Utah,UT,2021,M,8th grade or less,1,235,30.6,3258.3
Utah,UT,2021,M,9th through 12th grade with no diploma,2,1284,25.1,3173.7
Utah,UT,2021,M,High school graduate or GED completed,3,4730,26.7,3252.3
Utah,UT,2021,M,"Some college credit, but not a degree",4,5509,28.1,3296.6
Utah,UT,2021,M,"Associate degree (AA, AS)",5,2437,29.0,3328.5
Utah,UT,2021,M,"Bachelor's degree (BA, AB, BS)",6,6982,30.2,3365.6
Utah,UT,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1640,32.1,3367.4
Utah,UT,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,370,33.4,3301.0
Utah,UT,2021,M,Unknown or Not Stated,-9,596,30.0,3264.1
Vermont,VT,2016,F,8th grade or less,1,19,29.0,3030.4
Vermont,VT,2016,F,9th through 12th grade with no diploma,2,173,24.6,3098.3
Vermont,VT,2016,F,High school graduate or GED completed,3,730,26.5,3213.4
Vermont,VT,2016,F,"Some college credit, but not a degree",4,505,27.8,3333.8
Vermont,VT,2016,F,"Associate degree (AA, AS)",5,206,29.9,3353.7
Vermont,VT,2016,F,"Bachelor's degree (BA, AB, BS)",6,688,31.7,3355.0
Vermont,VT,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,356,33.2,3326.6
Vermont,VT,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,98,34.2,3334.4
Vermont,VT,2016,F,Unknown or Not Stated,-9,25,29.2,3063.8
Vermont,VT,2016,M,8th grade or less,1,18,28.7,3273.6
Vermont,VT,2016,M,9th through 12th grade with no diploma,2,198,24.9,3224.4
Vermont,VT,2016,M,High school graduate or GED completed,3,706,26.3,3335.6
Vermont,VT,2016,M,"Some college credit, but not a degree",4,541,27.9,3417.2
Vermont,VT,2016,M,"Associate degree (AA, AS)",5,235,30.4,3477.0
Vermont,VT,2016,M,"Bachelor's degree (BA, AB, BS)",6,734,31.6,3526.5
Vermont,VT,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,396,33.2,3460.9
Vermont,VT,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,109,33.9,3372.8
Vermont,VT,2016,M,Unknown or Not Stated,-9,19,31.3,3346.6
Vermont,VT,2017,F,8th grade or less,1,26,31.1,3278.8
Vermont,VT,2017,F,9th through 12th grade with no diploma,2,159,24.3,3080.3
Vermont,VT,2017,F,High school graduate or GED completed,3,717,26.3,3228.5
Vermont,VT,2017,F,"Some college credit, but not a degree",4,490,28.6,3264.0
Vermont,VT,2017,F,"Associate degree (AA, AS)",5,207,29.7,3370.8
Vermont,VT,2017,F,"Bachelor's degree (BA, AB, BS)",6,691,31.8,3345.6
Vermont,VT,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,372,33.5,3336.7
Vermont,VT,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,103,34.1,3311.5
Vermont,VT,2017,F,Unknown or Not Stated,-9,19,29.1,3085.4
Vermont,VT,2017,M,8th grade or less,1,19,28.4,3272.7
Vermont,VT,2017,M,9th through 12th grade with no diploma,2,193,24.3,3180.6
Vermont,VT,2017,M,High school graduate or GED completed,3,695,26.7,3373.8
Vermont,VT,2017,M,"Some college credit, but not a degree",4,516,28.2,3448.8
Vermont,VT,2017,M,"Associate degree (AA, AS)",5,206,30.4,3458.4
Vermont,VT,2017,M,"Bachelor's degree (BA, AB, BS)",6,744,31.6,3495.1
Vermont,VT,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,375,33.5,3434.4
Vermont,VT,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,108,34.2,3435.9
Vermont,VT,2017,M,Unknown or Not Stated,-9,15,29.5,3454.4
Vermont,VT,2018,F,8th grade or less,1,22,33.8,3215.7
Vermont,VT,2018,F,9th through 12th grade with no diploma,2,170,24.4,3125.6
Vermont,VT,2018,F,High school graduate or GED completed,3,628,26.7,3207.4
Vermont,VT,2018,F,"Some college credit, but not a degree",4,482,28.1,3267.3
Vermont,VT,2018,F,"Associate degree (AA, AS)",5,238,30.2,3253.9
Vermont,VT,2018,F,"Bachelor's degree (BA, AB, BS)",6,653,32.1,3348.9
Vermont,VT,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,339,33.6,3376.3
Vermont,VT,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,110,33.8,3315.8
Vermont,VT,2018,F,Unknown or Not Stated,-9,24,30.0,3205.6
Vermont,VT,2018,M,8th grade or less,1,19,32.8,3459.0
Vermont,VT,2018,M,9th through 12th grade with no diploma,2,200,24.5,3270.7
Vermont,VT,2018,M,High school graduate or GED completed,3,674,27.1,3330.6
Vermont,VT,2018,M,"Some college credit, but not a degree",4,500,28.3,3431.1
Vermont,VT,2018,M,"Associate degree (AA, AS)",5,210,30.4,3471.5
Vermont,VT,2018,M,"Bachelor's degree (BA, AB, BS)",6,688,31.7,3464.7
Vermont,VT,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,353,33.7,3427.7
Vermont,VT,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,104,34.5,3449.9
Vermont,VT,2018,M,Unknown or Not Stated,-9,18,28.9,3548.1
Vermont,VT,2019,F,8th grade or less,1,27,29.6,3179.9
Vermont,VT,2019,F,9th through 12th grade with no diploma,2,155,24.5,3102.6
Vermont,VT,2019,F,High school graduate or GED completed,3,624,26.8,3209.6
